id,url,commonName,lat,lon,Total Docks
BikePoints_577,/Place/BikePoints_577,"Globe Town Market, Bethnal Green",51.528869,-0.047548,20
BikePoints_578,/Place/BikePoints_578,"Hollybush Gardens, Bethnal Green",51.527607,-0.057133,32
BikePoints_579,/Place/BikePoints_579,"Queen Street 2, Bank",51.511246,-0.093051,36
BikePoints_580,/Place/BikePoints_580,"Doddington Grove, Kennington",51.486929,-0.102996,36
BikePoints_581,/Place/BikePoints_581,"New Cavendish Street, Marylebone",51.519167,-0.147983,18
BikePoints_583,/Place/BikePoints_583,"Abingdon Green, Westminster",51.49764,-0.125972,20
BikePoints_584,/Place/BikePoints_584,"Ilchester Gardens, Bayswater",51.51244,-0.19096,21
BikePoints_586,/Place/BikePoints_586,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,31
BikePoints_587,/Place/BikePoints_587,"Monument Street, Monument",51.50964,-0.08497,22
BikePoints_588,/Place/BikePoints_588,"Hoxton Street, Hoxton",51.52959,-0.0801,27
BikePoints_589,/Place/BikePoints_589,"Drayton Gardens, West Chelsea",51.487196,-0.179369,18
BikePoints_590,/Place/BikePoints_590,"Greenberry Street, St.John's Wood",51.53256,-0.16862,26
BikePoints_591,/Place/BikePoints_591,"Westfield Library Corner, Shepherd's Bush",51.506093,-0.224223,27
BikePoints_592,/Place/BikePoints_592,"Bishop's Bridge Road East, Bayswater",51.5171,-0.18377,20
BikePoints_593,/Place/BikePoints_593,"Northdown Street, King's Cross",51.531066,-0.11934,21
BikePoints_594,/Place/BikePoints_594,"Kingsway Southbound, Strand",51.513875,-0.117774,33
BikePoints_595,/Place/BikePoints_595,"Hammersmith Road, Hammersmith",51.493267,-0.21985,22
BikePoints_596,/Place/BikePoints_596,"Parson's Green , Parson's Green",51.472817,-0.199783,21
BikePoints_597,/Place/BikePoints_597,"Fulham Park Road, Fulham",51.473471,-0.20782,27
BikePoints_598,/Place/BikePoints_598,"Southerton Road, Hammersmith",51.494499,-0.228188,38
BikePoints_599,/Place/BikePoints_599,"Manbre Road, Hammersmith",51.485743,-0.223616,28
BikePoints_600,/Place/BikePoints_600,"South Lambeth Road, Vauxhall",51.481747,-0.124642,21
BikePoints_601,/Place/BikePoints_601,"BBC White City, White City",51.514767,-0.225787,36
BikePoints_602,/Place/BikePoints_602,"Union Grove, Wandsworth Road",51.472993,-0.133972,45
BikePoints_603,/Place/BikePoints_603,"Caldwell Street, Stockwell",51.477839,-0.116493,44
BikePoints_604,/Place/BikePoints_604,"St Martins Close, Camden Town",51.538792,-0.138535,18
BikePoints_605,/Place/BikePoints_605,"Seymour Place, Marylebone",51.520331,-0.163667,29
BikePoints_606,/Place/BikePoints_606,"Addison Road, Holland Park",51.504199,-0.210941,26
BikePoints_607,/Place/BikePoints_607,"Putney Bridge Station, Fulham",51.468814,-0.210279,21
BikePoints_608,/Place/BikePoints_608,"Colet Gardens, Hammersmith",51.491093,-0.216493,30
BikePoints_609,/Place/BikePoints_609,"Sugden Road, Clapham",51.465123,-0.157788,19
BikePoints_610,/Place/BikePoints_610,"Danvers Street, West Chelsea",51.482567,-0.172078,21
BikePoints_611,/Place/BikePoints_611,"Princedale Road , Holland Park",51.506465,-0.208486,20
BikePoints_612,/Place/BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road",51.469259,-0.141812,30
BikePoints_613,/Place/BikePoints_613,"Woodstock Grove, Shepherd's Bush",51.504038,-0.2174,24
BikePoints_614,/Place/BikePoints_614,"London Fields, Hackney Central",51.54119,-0.058826,21
BikePoints_615,/Place/BikePoints_615,"Finlay Street, Fulham",51.476885,-0.215895,24
BikePoints_616,/Place/BikePoints_616,"Aintree Street, Fulham",51.481021,-0.209973,24
BikePoints_617,/Place/BikePoints_617,"Elysium Place, Fulham",51.471079,-0.207842,21
BikePoints_618,/Place/BikePoints_618,"Eel Brook Common, Walham Green",51.476259,-0.193254,24
BikePoints_619,/Place/BikePoints_619,"Irene Road, Parsons Green",51.473763,-0.19701,43
BikePoints_620,/Place/BikePoints_620,"Surrey Lane, Battersea",51.47518,-0.16716,28
BikePoints_621,/Place/BikePoints_621,"Wandsworth Town Station, Wandsworth",51.460864,-0.187427,33
BikePoints_622,/Place/BikePoints_622,"Lansdowne Road, Ladbroke Grove",51.507481,-0.205535,29
BikePoints_623,/Place/BikePoints_623,"Nantes Close, Wandsworth",51.46193,-0.180791,22
BikePoints_624,/Place/BikePoints_624,"Courland Grove, Wandsworth Road",51.472918,-0.132102,40
BikePoints_625,/Place/BikePoints_625,"Queen's Circus, Battersea Park",51.477619,-0.149551,28
BikePoints_626,/Place/BikePoints_626,"Normand Park, West Kensington",51.484386,-0.204815,24
BikePoints_627,/Place/BikePoints_627,"Holden Street, Battersea",51.46879,-0.15823,20
BikePoints_628,/Place/BikePoints_628,"William Morris Way, Sands End",51.468819,-0.184318,26
BikePoints_629,/Place/BikePoints_629,"Morie Street, Wandsworth",51.459953,-0.190184,28
BikePoints_630,/Place/BikePoints_630,"Clarence Walk, Stockwell",51.470732,-0.126994,28
BikePoints_631,/Place/BikePoints_631,"Battersea Park Road, Nine Elms",51.479501,-0.14177,27
BikePoints_632,/Place/BikePoints_632,"Sheepcote Lane, Battersea",51.470538,-0.163041,28
BikePoints_633,/Place/BikePoints_633,"Vereker Road, West Kensington",51.489591,-0.209378,32
BikePoints_634,/Place/BikePoints_634,"Brook Green South, Brook Green",51.494347,-0.215804,33
BikePoints_635,/Place/BikePoints_635,"Greyhound Road, Hammersmith",51.486062,-0.214428,37
BikePoints_636,/Place/BikePoints_636,"South Park, Sands End",51.467064,-0.193502,28
BikePoints_637,/Place/BikePoints_637,"Spencer Park, Wandsworth Common",51.45787,-0.174691,25
BikePoints_638,/Place/BikePoints_638,"Falcon Road, Clapham Junction",51.466633,-0.169821,28
BikePoints_640,/Place/BikePoints_640,"Silverthorne Road, Battersea",51.472865,-0.148059,28
BikePoints_641,/Place/BikePoints_641,"Archbishop's Park, Waterloo",51.498241,-0.117495,23
BikePoints_642,/Place/BikePoints_642,"Fawcett Close, Battersea",51.469161,-0.174485,36
BikePoints_643,/Place/BikePoints_643,"All Saints' Road, Portobello",51.519042,-0.204764,22
BikePoints_644,/Place/BikePoints_644,"Rainville Road, Hammersmith",51.483732,-0.223852,36
BikePoints_645,/Place/BikePoints_645,"Great Suffolk Street, The Borough",51.501732,-0.100292,21
BikePoints_646,/Place/BikePoints_646,"Buckingham Gate, Westminster",51.498865,-0.137424,16
BikePoints_647,/Place/BikePoints_647,"Richmond Way, Shepherd's Bush",51.500353,-0.217515,27
BikePoints_648,/Place/BikePoints_648,"Peterborough Road, Sands End",51.46904,-0.196274,30
BikePoints_649,/Place/BikePoints_649,"World's End Place, West Chelsea",51.481805,-0.180274,22
BikePoints_650,/Place/BikePoints_650,"St. Mark's Road, North Kensington",51.51687,-0.213872,21
BikePoints_651,/Place/BikePoints_651,"Thorndike Close, West Chelsea",51.480898,-0.183853,25
BikePoints_652,/Place/BikePoints_652,"Evesham Street, Avondale",51.511486,-0.21819,29
BikePoints_653,/Place/BikePoints_653,"Simpson Street, Clapham Junction",51.470847,-0.170703,25
BikePoints_654,/Place/BikePoints_654,"Ashmole Estate, Oval",51.482678,-0.117661,34
BikePoints_655,/Place/BikePoints_655,"Crabtree Lane, Fulham",51.482944,-0.219346,27
BikePoints_656,/Place/BikePoints_656,"Broomhouse Lane, Parsons Green",51.468418,-0.199135,29
BikePoints_657,/Place/BikePoints_657,"Blythe Road West, Shepherd's Bush",51.49968,-0.221791,21
BikePoints_658,/Place/BikePoints_658,"Ethelburga Estate, Battersea Park",51.477292,-0.164786,30
BikePoints_659,/Place/BikePoints_659,"Blackfriars Station, St. Paul's",51.511934,-0.103078,35
BikePoints_660,/Place/BikePoints_660,"West Kensington Station, West Kensington",51.49087,-0.206029,22
BikePoints_661,/Place/BikePoints_661,"All Saints Church, Portobello",51.51632,-0.202608,37
BikePoints_662,/Place/BikePoints_662,"Phene Street, Chelsea",51.484984,-0.167919,24
BikePoints_663,/Place/BikePoints_663,"Clarendon Road, Avondale",51.51323,-0.211593,24
BikePoints_664,/Place/BikePoints_664,"Austin Road, Battersea Park",51.474376,-0.155442,24
BikePoints_665,/Place/BikePoints_665,"Smugglers Way, Wandsworth",51.461083,-0.191722,22
BikePoints_666,/Place/BikePoints_666,"Harris Academy, Bermondsey",51.492668,-0.07235,18
BikePoints_667,/Place/BikePoints_667,"Shepherd's Bush Road North, Shepherd's Bush",51.501594,-0.222293,34
BikePoints_668,/Place/BikePoints_668,"Ravenscourt Park Station, Hammersmith",51.494223,-0.236769,26
BikePoints_669,/Place/BikePoints_669,"Teversham Lane, Stockwell",51.476149,-0.123258,39
BikePoints_670,/Place/BikePoints_670,"Ashley Crescent, Battersea",51.467185,-0.152248,28
BikePoints_671,/Place/BikePoints_671,"Parsons Green Station, Parsons Green",51.475089,-0.201968,56
BikePoints_672,/Place/BikePoints_672,"Chicheley Street, South Bank",51.502698,-0.116747,24
BikePoints_673,/Place/BikePoints_673,"Hibbert Street, Battersea",51.46517,-0.180389,36
BikePoints_674,/Place/BikePoints_674,"Carnegie Street, King's Cross",51.535467,-0.116191,40
BikePoints_675,/Place/BikePoints_675,"Usk Road, Clapham Junction",51.463489,-0.182126,30
BikePoints_676,/Place/BikePoints_676,"Hartington Road, Stockwell",51.47787,-0.126874,35
BikePoints_677,/Place/BikePoints_677,"Heath Road, Battersea",51.468669,-0.146544,27
BikePoints_678,/Place/BikePoints_678,"Esmond Street, Putney",51.462312,-0.211468,30
BikePoints_679,/Place/BikePoints_679,"Orbel Street, Battersea",51.474535,-0.17021,26
BikePoints_680,/Place/BikePoints_680,"Westbridge Road, Battersea",51.477684,-0.170329,28
BikePoints_681,/Place/BikePoints_681,"Bishop's Avenue, Fulham",51.473036,-0.214749,46
BikePoints_682,/Place/BikePoints_682,"Crisp Road, Hammersmith",51.488108,-0.226606,46
BikePoints_683,/Place/BikePoints_683,"Dorothy Road, Clapham Junction",51.465064,-0.16375,28
BikePoints_684,/Place/BikePoints_684,"Neville Gill Close, Wandsworth",51.454752,-0.195197,32
BikePoints_685,/Place/BikePoints_685,"Osiers Road, Wandsworth",51.46067,-0.198735,30
BikePoints_686,/Place/BikePoints_686,"Beryl Road, Hammersmith",51.488144,-0.222456,26
BikePoints_687,/Place/BikePoints_687,"Clements Road, Bermondsey",51.4954,-0.061698,23
BikePoints_688,/Place/BikePoints_688,"Northfields, Wandsworth",51.460951,-0.200667,28
BikePoints_689,/Place/BikePoints_689,"Spanish Road, Clapham Junction",51.459225,-0.180884,30
BikePoints_690,/Place/BikePoints_690,"Stanley Grove, Battersea",51.470475,-0.15213,24
BikePoints_691,/Place/BikePoints_691,"Erin Close, Walham Green",51.479463,-0.195777,24
BikePoints_692,/Place/BikePoints_692,"Cadogan Close, Victoria Park",51.542118,-0.028941,22
BikePoints_693,/Place/BikePoints_693,"Felsham Road, Putney",51.464786,-0.215618,18
BikePoints_694,/Place/BikePoints_694,"Putney Rail Station, Putney",51.460717,-0.216526,20
BikePoints_695,/Place/BikePoints_695,"Islington Green, Angel",51.536384,-0.102757,21
BikePoints_696,/Place/BikePoints_696,"Charing Cross Hospital, Hammersmith",51.487285,-0.217995,21
BikePoints_697,/Place/BikePoints_697,"Charlotte Terrace, Angel",51.536392,-0.112721,25
BikePoints_698,/Place/BikePoints_698,"Shoreditch Court, Haggerston",51.539083,-0.070329,35
BikePoints_699,/Place/BikePoints_699,"Belford House, Haggerston",51.536654,-0.07023,39
BikePoints_700,/Place/BikePoints_700,"Battersea Church Road, Battersea",51.476964,-0.174347,25
BikePoints_701,/Place/BikePoints_701,"Vicarage Crescent, Battersea",51.472876,-0.176267,30
BikePoints_702,/Place/BikePoints_702,"Durant Street, Bethnal Green",51.528681,-0.06555,24
BikePoints_703,/Place/BikePoints_703,"St. Bride Street, Holborn",51.515059,-0.105344,25
BikePoints_704,/Place/BikePoints_704,"Mexfield Road, East Putney",51.45682,-0.202802,18
BikePoints_705,/Place/BikePoints_705,"Upper Richmond Road, Putney",51.459715,-0.212145,25
BikePoints_706,/Place/BikePoints_706,"Snowsfields, London Bridge",51.502153,-0.083632,31
BikePoints_707,/Place/BikePoints_707,"Barons Court Station, West Kensington",51.490217,-0.215087,32
BikePoints_708,/Place/BikePoints_708,"Disraeli Road, Putney",51.46161,-0.216145,33
BikePoints_709,/Place/BikePoints_709,"Montserrat Road , Putney",51.463211,-0.21555,23
BikePoints_710,/Place/BikePoints_710,"Albert Bridge Road, Battersea Park",51.474392,-0.163347,20
BikePoints_711,/Place/BikePoints_711,"Everington Street, Fulham",51.483356,-0.216305,31
BikePoints_712,/Place/BikePoints_712,"Mile End Stadium, Mile End",51.518541,-0.034903,22
BikePoints_713,/Place/BikePoints_713,"Hawley Crescent, Camden Town",51.541007,-0.14326,22
BikePoints_714,/Place/BikePoints_714,"Stewart's Road, Wandsworth Road",51.473116,-0.137235,28
BikePoints_715,/Place/BikePoints_715,"Aylward Street, Stepney",51.51563,-0.049067,22
BikePoints_716,/Place/BikePoints_716,"Stainsby Road , Poplar",51.515427,-0.023565,24
BikePoints_717,/Place/BikePoints_717,"Dunston Road , Haggerston",51.536585,-0.075885,43
BikePoints_718,/Place/BikePoints_718,"Ada Street, Hackney Central",51.535716,-0.060291,45
BikePoints_719,/Place/BikePoints_719,"Victoria Park Road, Hackney Central",51.536424,-0.054162,34
BikePoints_720,/Place/BikePoints_720,"Star Road, West Kensington",51.487244,-0.205279,23
BikePoints_721,/Place/BikePoints_721,"Wendon Street, Old Ford",51.536039,-0.026262,18
BikePoints_722,/Place/BikePoints_722,"Finnis Street, Bethnal Green",51.524583,-0.058631,19
BikePoints_723,/Place/BikePoints_723,"Stephendale Road, Sands End",51.46822,-0.190346,48
BikePoints_724,/Place/BikePoints_724,"Alma Road, Wandsworth",51.457991,-0.184806,28
BikePoints_725,/Place/BikePoints_725,"Walworth Square, Walworth",51.491327,-0.096518,24
BikePoints_726,/Place/BikePoints_726,"Alfreda Street, Battersea Park",51.47505,-0.150908,22
BikePoints_727,/Place/BikePoints_727,"Chesilton Road, Fulham",51.475698,-0.205876,23
BikePoints_728,/Place/BikePoints_728,"Putney Bridge Road, East Putney",51.461999,-0.20624,29
BikePoints_729,/Place/BikePoints_729,"St. Peter's Terrace, Fulham",51.478939,-0.208485,24
BikePoints_730,/Place/BikePoints_730,"Bridge Avenue, Hammersmith",51.492084,-0.229116,18
BikePoints_731,/Place/BikePoints_731,"Michael Road, Walham Green",51.477276,-0.18921,37
BikePoints_732,/Place/BikePoints_732,"Duke Street Hill, London Bridge",51.506304,-0.087262,21
BikePoints_733,/Place/BikePoints_733,"Park Lane, Mayfair",51.505426,-0.150817,18
BikePoints_734,/Place/BikePoints_734,"Plough Terrace, Clapham Junction",51.462305,-0.175407,31
BikePoints_735,/Place/BikePoints_735,"Grant Road East, Clapham Junction",51.464894,-0.173029,28
BikePoints_736,/Place/BikePoints_736,"Queensdale Road, Shepherd's Bush",51.50659,-0.216104,28
BikePoints_737,/Place/BikePoints_737,"Fulham Broadway, Walham Green",51.479932,-0.194116,26
BikePoints_738,/Place/BikePoints_738,"Imperial Road, Sands End",51.475142,-0.187278,37
BikePoints_739,/Place/BikePoints_739,"Hortensia Road, West Brompton",51.481765,-0.185273,28
BikePoints_740,/Place/BikePoints_740,"Sirdar Road, Avondale",51.510928,-0.214594,26
BikePoints_741,/Place/BikePoints_741,"Freston Road, Avondale",51.512981,-0.219486,23
BikePoints_742,/Place/BikePoints_742,"Blenheim Crescent, Ladbroke Grove",51.515108,-0.208565,22
BikePoints_743,/Place/BikePoints_743,"Oxford Road, Putney",51.460792,-0.212607,29
BikePoints_744,/Place/BikePoints_744,"Ingrave Street, Clapham Junction",51.467454,-0.172293,30
BikePoints_745,/Place/BikePoints_745,"Upcerne Road, West Chelsea",51.478169,-0.182435,29
BikePoints_746,/Place/BikePoints_746,"Lots Road, West Chelsea",51.479573,-0.179038,24
BikePoints_747,/Place/BikePoints_747,"Ormonde Gate, Chelsea",51.487964,-0.161765,24
BikePoints_748,/Place/BikePoints_748,"Hertford Road, De Beauvoir Town",51.537277,-0.079201,25
BikePoints_749,/Place/BikePoints_749,"Haggerston Road, Haggerston",51.539328,-0.074284,37
BikePoints_750,/Place/BikePoints_750,"Culvert Road, Battersea",51.471095,-0.15785,27
BikePoints_751,/Place/BikePoints_751,"Newton Street, Covent Garden",51.516128,-0.120909,24
BikePoints_752,/Place/BikePoints_752,"London Street, Paddington",51.515117,-0.173712,19
BikePoints_753,/Place/BikePoints_753,"Clapham South, Clapham South",51.452997,-0.148651,28
BikePoints_754,/Place/BikePoints_754,"Grenfell Road, Avondale",51.5129,-0.214762,24
BikePoints_755,/Place/BikePoints_755,"The Vale, Chelsea",51.485121,-0.174971,24
BikePoints_756,/Place/BikePoints_756,"Prince of Wales Drive, Battersea Park",51.475153,-0.159169,21
BikePoints_757,/Place/BikePoints_757,"Harcourt Terrace, West Brompton",51.487958,-0.187404,24
BikePoints_758,/Place/BikePoints_758,"Westbourne Park Road, Portobello",51.51787,-0.201005,23
BikePoints_759,/Place/BikePoints_759,"Broadley Terrace, Marylebone",51.524561,-0.165668,18
BikePoints_760,/Place/BikePoints_760,"Elgin Avenue, Maida Hill",51.524309,-0.201234,18
BikePoints_761,/Place/BikePoints_761,"Humbolt Road, Fulham",51.483217,-0.21186,26
BikePoints_762,/Place/BikePoints_762,"Storey's Gate, Westminster",51.500703,-0.129698,21
BikePoints_763,/Place/BikePoints_763,"Mile End Park Leisure Centre, Mile End",51.520597,-0.032566,47
BikePoints_764,/Place/BikePoints_764,"St. John's Road, Clapham Junction",51.462392,-0.168292,33
BikePoints_765,/Place/BikePoints_765,"Ranelagh Gardens, Fulham",51.467601,-0.206827,39
BikePoints_766,/Place/BikePoints_766,"Ram Street, Wandsworth",51.457529,-0.192165,25
BikePoints_767,/Place/BikePoints_767,"Santos Road, Wandsworth",51.457059,-0.200806,30
BikePoints_768,/Place/BikePoints_768,"Clapham Common North Side, Clapham Common",51.461343,-0.159322,37
BikePoints_769,/Place/BikePoints_769,"Sandilands Road, Walham Green",51.473611,-0.191803,21
BikePoints_770,/Place/BikePoints_770,"Gwendwr Road, West Kensington",51.491026,-0.209121,30
BikePoints_771,/Place/BikePoints_771,"Rifle Place, Avondale",51.509224,-0.216016,21
BikePoints_772,/Place/BikePoints_772,"Binfield Road, Stockwell",51.472509,-0.122831,35
BikePoints_773,/Place/BikePoints_773,"Tallis Street, Temple",51.511891,-0.107349,24
BikePoints_774,/Place/BikePoints_774,"Hurlingham Park, Parsons Green",51.470131,-0.20464,20
BikePoints_775,/Place/BikePoints_775,"Little Brook Green, Brook Green",51.496664,-0.223868,33
BikePoints_777,/Place/BikePoints_777,"Limburg Road, Clapham Junction",51.461923,-0.165297,21
BikePoints_779,/Place/BikePoints_779,"Houndsditch, Aldgate",51.514449,-0.077178,28
BikePoints_780,/Place/BikePoints_780,"Imperial Wharf Station, Sands End",51.474665,-0.183165,25
BikePoints_781,/Place/BikePoints_781,"Victoria & Albert Museum, South Kensington",51.495898,-0.173009,30
BikePoints_782,/Place/BikePoints_782,"Halford Road, West Kensington",51.483911,-0.197609,24
BikePoints_783,/Place/BikePoints_783,"Monier Road, Hackney Wick",51.540311,-0.02163,27
BikePoints_784,/Place/BikePoints_784,"East Village, Queen Elizabeth Olympic Park",51.546326,-0.009935,34
BikePoints_786,/Place/BikePoints_786,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",51.549369,-0.015717,44
BikePoints_787,/Place/BikePoints_787,"Timber Lodge, Queen Elizabeth Olympic Park",51.546805,-0.014691,35
BikePoints_788,/Place/BikePoints_788,"Copper Box Arena, Queen Elizabeth Olympic Park",51.544909,-0.020542,31
BikePoints_789,/Place/BikePoints_789,"Podium, Queen Elizabeth Olympic Park",51.538718,-0.011889,40
BikePoints_790,/Place/BikePoints_790,"Stratford Station, Stratford",51.541793,-0.00481,28
BikePoints_792,/Place/BikePoints_792,"Blackfriars Road, Southwark",51.505461,-0.10454,42
BikePoints_793,/Place/BikePoints_793,"Cromer Street, Bloomsbury",51.528279,-0.119558,28
BikePoints_794,/Place/BikePoints_794,"Victoria Rise, Clapham Common",51.461376,-0.147804,23
BikePoints_795,/Place/BikePoints_795,"Euston Square Gardens, Euston",51.527068,-0.131861,30
BikePoints_796,/Place/BikePoints_796,"Coram Street, Bloomsbury",51.524,-0.126409,29
BikePoints_797,/Place/BikePoints_797,"Ossulston Street, Somers Town",51.5293,-0.128279,30
BikePoints_798,/Place/BikePoints_798,"Birkenhead Street, King's Cross",51.530199,-0.122299,27
BikePoints_799,/Place/BikePoints_799,"Kings Gate House, Westminster",51.497698,-0.137598,24
BikePoints_800,/Place/BikePoints_800,"Sopwith Way, Battersea Park",51.481121,-0.149035,30
BikePoints_801,/Place/BikePoints_801,"Lavington Street, Bankside",51.505224,-0.098031,29
BikePoints_802,/Place/BikePoints_802,"Albert Square, Stockwell",51.47659,-0.118256,32
BikePoints_803,/Place/BikePoints_803,"Southwark Street, Bankside",51.505409,-0.098341,23
BikePoints_804,/Place/BikePoints_804,"Good's Way, King's Cross",51.534667,-0.125078,27
BikePoints_805,/Place/BikePoints_805,"The Metropolitan, Portobello",51.520509,-0.200804,18
BikePoints_806,/Place/BikePoints_806,"Handyside Street, King's Cross",51.53724,-0.124807,27
BikePoints_807,/Place/BikePoints_807,"Bevington Road West, North Kensington",51.5212,-0.208888,24
BikePoints_808,/Place/BikePoints_808,"Gauden Road, Clapham",51.464995,-0.130908,28
BikePoints_809,/Place/BikePoints_809,"Lincoln's Inn Fields, Holborn",51.516277,-0.118272,28
BikePoints_810,/Place/BikePoints_810,"Tate Modern, Bankside",51.506725,-0.098807,30
BikePoints_811,/Place/BikePoints_811,"Westferry Circus, Canary Wharf",51.505703,-0.027772,36
BikePoints_812,/Place/BikePoints_812,"Here East North, Queen Elizabeth Olympic Park",51.548731,-0.022606,28
BikePoints_813,/Place/BikePoints_813,"New Spring Gardens Walk, Vauxhall",51.487807,-0.122759,37
BikePoints_814,/Place/BikePoints_814,"Clapham Road, Lingham Street, Stockwell",51.471433,-0.12367,30
BikePoints_815,/Place/BikePoints_815,"Lambeth Palace Road, Waterloo",51.500089,-0.116628,35
BikePoints_816,/Place/BikePoints_816,"Here East South, Queen Elizabeth Olympic Park",51.546532,-0.020597,28
BikePoints_817,/Place/BikePoints_817,"Riverlight South, Nine Elms",51.481335,-0.138212,26
BikePoints_818,/Place/BikePoints_818,"Westminster Pier, Westminster",51.501513,-0.123823,27
BikePoints_819,/Place/BikePoints_819,"Belvedere Road 2, South Bank",51.50621,-0.114842,38
BikePoints_820,/Place/BikePoints_820,"Victory Place, Walworth",51.492807,-0.091938,24
BikePoints_821,/Place/BikePoints_821,"Battersea Power Station, Battersea Park",51.483507,-0.147714,27
BikePoints_826,/Place/BikePoints_826,"Allington Street, Victoria",51.496863,-0.142943,28
BikePoints_827,/Place/BikePoints_827,"Cranmer Road, Stockwell",51.479601,-0.111471,24
BikePoints_828,/Place/BikePoints_828,"Normandy Road, Stockwell",51.473874,-0.11258,32
BikePoints_829,/Place/BikePoints_829,"Wynne Road, Stockwell",51.469217,-0.112686,25
BikePoints_830,/Place/BikePoints_830,"Sidney Road, Stockwell",51.469202,-0.119022,27
BikePoints_831,/Place/BikePoints_831,"St John's Crescent, Brixton",51.466232,-0.113179,25
BikePoints_832,/Place/BikePoints_832,"Ferndale Road, Brixton",51.464019,-0.115781,30
BikePoints_833,/Place/BikePoints_833,"Saltoun Road, Brixton",51.460232,-0.115375,42
BikePoints_834,/Place/BikePoints_834,"Gas Holders, Battersea Park",51.477966,-0.147857,26
BikePoints_835,/Place/BikePoints_835,"Farringdon Street, Holborn",51.516785,-0.104947,25
BikePoints_836,/Place/BikePoints_836,"York Way, Kings Cross",51.541596,-0.125441,24
BikePoints_838,/Place/BikePoints_838,"Fore Street, Guildhall",51.518093,-0.091401,25
BikePoints_839,/Place/BikePoints_839,"Sea Containers, South Bank",51.508033,-0.106823,30
BikePoints_840,/Place/BikePoints_840,"George Row, Bermondsey",51.498585,-0.068981,22
BikePoints_841,/Place/BikePoints_841,"Tower Wharf, Bermondsey",51.500845,-0.074704,20
BikePoints_842,/Place/BikePoints_842,"Temple Gardens, Temple",51.510981,-0.108322,24
BikePoints_844,/Place/BikePoints_844,"Canada Water Station, Rotherhithe",51.498439,-0.04915,35
BikePoints_845,/Place/BikePoints_845,"Bermondsey Station, Bermondsey",51.497995,-0.063471,30
BikePoints_846,/Place/BikePoints_846,"Burgess Park Albany Road, Walworth",51.48224,-0.094284,30
BikePoints_849,/Place/BikePoints_849,"Crimscott Street, Bermondsey",51.495598,-0.078893,19
BikePoints_850,/Place/BikePoints_850,"Brandon Street, Walworth",51.489102,-0.091548,22
BikePoints_851,/Place/BikePoints_851,"The Blue, Bermondsey",51.492221,-0.062513,22
BikePoints_852,/Place/BikePoints_852,"Coomer Place, West Kensington",51.48357,-0.202038,27
BikePoints_857,/Place/BikePoints_857,"Strand, Strand",51.512582,-0.115057,35
